MonthYear,Date,Year,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list,Zipcode_list,Ticket_list
April-2020,04/03/2020,2020,10 AM,1529.01,1,152901,Census Tract 1529.01,Queens County,[360811529013001],[3001],[11362],['QL20002548']
April-2020,04/03/2020,2020,11 AM,148.05,1,14805,Census Tract 148.05,Westchester County,[361190148051017],[1017],[10598],['WL20003805']
April-2020,04/02/2020,2020,11 AM,88.0,1,8800,Census Tract 88,New York County,[360610088007000],[7000],[10016],['ML20004905']
April-2020,04/02/2020,2020,01 PM,179.0,1,17900,Census Tract 179,Queens County,[360810179002004],[2004],[11101],['QL20002536']
April-2020,04/02/2020,2020,01 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175001006],[1006],[11358],['QL20002537']
April-2020,04/02/2020,2020,09 AM,13.01,1,1301,Census Tract 13.01,Westchester County,[361190013011029],[1029],[10705],['WL20003781']
April-2020,04/02/2020,2020,10 AM,24.03,1,2403,Census Tract 24.03,Westchester County,[361190024033001],[3001],[10704],['WL20003782']
April-2020,04/02/2020,2020,10 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041015],[1015],[10504],['WL20003783']
April-2020,04/02/2020,2020,12 PM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041002],[1002],[10504],['WL20003784']
April-2020,04/02/2020,2020,12 PM,65.0,1,6500,Census Tract 65,Westchester County,[361190065004006],[4006],[10801],['WL20003785']
April-2020,04/02/2020,2020,02 PM,123.03,1,12303,Census Tract 123.03,Westchester County,[361190123031006],[1006],[10504],['WL20003787']
April-2020,04/02/2020,2020,02 PM,120.0,1,12000,Census Tract 120,Westchester County,[361190120003017],[3017],[10532],['WL20003789']
April-2020,04/02/2020,2020,03 PM,141.0,1,14100,Census Tract 141,Westchester County,[361190141004003],[4003],[10566],['WL20003790']
April-2020,04/02/2020,2020,06 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098003011],[3011],[10804],['WL20003795']
April-2020,04/02/2020,2020,10 AM,40.01,1,4001,Census Tract 40.01,Bronx County,[360050040011002],[1002],[10472],['XL20004292']
April-2020,04/01/2020,2020,12 PM,143.0,1,14300,Census Tract 143,New York County,[360610143001001],[1001],[10029],['ML20004880']
April-2020,04/01/2020,2020,01 PM,142.0,1,14200,Census Tract 142,New York County,[360610142004002],[4002],[10075],['ML20004883']
April-2020,04/01/2020,2020,04 PM,139.0,1,13900,Census Tract 139,New York County,[360610139001000],[1000],[10019],['ML20004886']
April-2020,04/01/2020,2020,08 PM,223.02,1,22302,Census Tract 223.02,New York County,[360610223021000],[1000],[10027],['ML20004892']
April-2020,04/01/2020,2020,10 AM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014022007],[2007],[10705],['WL20003762']
April-2020,04/01/2020,2020,11 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123042007],[2007],[10504],['WL20003764']
April-2020,04/01/2020,2020,01 PM,71.0,1,7100,Census Tract 71,Westchester County,[361190071003048],[3048],[10538],['WL20003767']
April-2020,04/01/2020,2020,01 PM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041005],[1005],[10504],['WL20003768']
April-2020,04/01/2020,2020,03 PM,69.0,1,6900,Census Tract 69,Westchester County,[361190069001009],[1009],[10543],['WL20003770']
April-2020,04/01/2020,2020,11 PM,22.04,1,2204,Census Tract 22.04,Westchester County,[361190022044012],[4012],[10708],['WL20003779']
April-2020,04/01/2020,2020,10 AM,426.0,1,42600,Census Tract 426,Bronx County,[360050426001003],[1003],[10466],['XL20004264']
April-2020,04/01/2020,2020,01 PM,251.0,1,25100,Census Tract 251,Bronx County,[360050251001002],[1002],[10453],['XL20004271']
April-2020,04/01/2020,2020,03 PM,56.0,1,5600,Census Tract 56,Bronx County,[360050056003004],[3004],[10472],['XL20004272']
April-2020,04/01/2020,2020,04 PM,51.0,1,5100,Census Tract 51,Bronx County,[360050051002011],[2011],[10451],['XL20004273']
April-2020,04/01/2020,2020,05 PM,173.0,1,17300,Census Tract 173,Bronx County,[360050173002000],[2000],[10456],['XL20004277']
March-2020,03/31/2020,2020,04 AM,103.0,1,10300,Census Tract 103,New York County,[360610103001000],[1000],[10001],['ML20004850']
March-2020,03/31/2020,2020,08 AM,237.0,1,23700,Census Tract 237,New York County,[360610237003007],[3007],[10031],['ML20004853']
March-2020,03/31/2020,2020,03 PM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021043003],[3003],[10710],['WL20003748']
March-2020,03/31/2020,2020,03 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002027],[2027],[10583],['WL20003750']
March-2020,03/31/2020,2020,04 PM,76.0,1,7600,Census Tract 76,Westchester County,[361190076002021],[2021],[10580],['WL20003751']
March-2020,03/31/2020,2020,06 PM,96.0,1,9600,Census Tract 96,Westchester County,[361190096002003],[2003],[10605],['WL20003752']
March-2020,03/31/2020,2020,06 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106001021],[1021],[10502],['WL20003754']
March-2020,03/31/2020,2020,07 PM,22.02,1,2202,Census Tract 22.02,Westchester County,[361190022022003],[2003],[10708],['WL20003756']
March-2020,03/31/2020,2020,09 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099003003],[3003],[10583],['WL20003757']
March-2020,03/31/2020,2020,09 PM,385.0,1,38500,Census Tract 385,Bronx County,[360050385003005],[3005],[10458],['XL20004257']
March-2020,03/30/2020,2020,02 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067004018],[4018],[10804],['WL20003720']
March-2020,03/30/2020,2020,03 PM,43.0,1,4300,Census Tract 43,Westchester County,[361190043001004],[1004],[10552],['WL20003725']
March-2020,03/30/2020,2020,03 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107011025],[1025],[10502],['WL20003726']
March-2020,03/30/2020,2020,04 PM,69.0,1,6900,Census Tract 69,Westchester County,[361190069001003],[1003],[10543],['WL20003729']
March-2020,03/29/2020,2020,08 PM,997.03,1,99703,Census Tract 997.03,Queens County,[360810997033003],[3003],[11360],['QL20002501']
March-2020,03/29/2020,2020,10 PM,383.02,1,38302,Census Tract 383.02,Bronx County,[360050383022001],[2001],[10457],['XL20004217']
March-2020,03/28/2020,2020,05 AM,125.0,1,12500,Census Tract 125,New York County,[360610125001000],[1000],[10019],['ML20004691']
March-2020,03/28/2020,2020,02 PM,919.0,1,91900,Census Tract 919,Queens County,[360810919001000],[1000],[11354],['QL20002432']
March-2020,03/28/2020,2020,11 AM,113.0,1,11300,Census Tract 113,Westchester County,[361190113004015],[4015],[10533],['WL20003638']
March-2020,03/28/2020,2020,11 AM,106.0,1,10600,Census Tract 106,Westchester County,[361190106001021],[1021],[10502],['WL20003640']
March-2020,03/27/2020,2020,10 AM,130.0,1,13000,Census Tract 130,New York County,[360610130001001],[1001],[10021],['ML20004659']
March-2020,03/27/2020,2020,12 PM,82.0,1,8200,Census Tract 82,New York County,[360610082001002],[1002],[10017],['ML20004661']
March-2020,03/27/2020,2020,12 PM,149.0,1,14900,Census Tract 149,New York County,[360610149001001],[1001],[10023],['ML20004662']
March-2020,03/27/2020,2020,12 PM,84.0,1,8400,Census Tract 84,New York County,[360610084002000],[2000],[10018],['ML20004667']
March-2020,03/27/2020,2020,04 PM,58.0,1,5800,Census Tract 58,New York County,[360610058001007],[1007],[10010],['ML20004673']
March-2020,03/27/2020,2020,09 AM,598.0,1,59800,Census Tract 598,Queens County,[360810598002003],[2003],[11411],['QL20002412']
March-2020,03/27/2020,2020,10 AM,1267.0,1,126700,Census Tract 1267,Queens County,[360811267001000],[1000],[11439],['QL20002414']
March-2020,03/27/2020,2020,05 PM,205.0,1,20500,Census Tract 205,Queens County,[360810205001002],[1002],[11378],['QL20002421']
March-2020,03/27/2020,2020,06 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175001002],[1002],[11358],['QL20002423']
March-2020,03/27/2020,2020,11 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044007],[4007],[10514],['WL20003618']
March-2020,03/27/2020,2020,01 PM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044006],[4006],[10514],['WL20003620']
March-2020,03/27/2020,2020,02 PM,17.0,1,1700,Census Tract 17,Westchester County,[361190017001004],[1004],[10701],['WL20003622']
March-2020,03/27/2020,2020,02 PM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131043021],[3021],[10514],['WL20003623']
March-2020,03/27/2020,2020,08 PM,17.0,1,1700,Census Tract 17,Westchester County,[361190017001001],[1001],[10701],['WL20003632']
March-2020,03/27/2020,2020,08 AM,516.0,1,51600,Census Tract 516,Bronx County,[360050516004001],[4001],[10464],['XL20004056']
March-2020,03/27/2020,2020,01 PM,54.0,1,5400,Census Tract 54,Bronx County,[360050054002001],[2001],[10472],['XL20004062']
March-2020,03/27/2020,2020,03 PM,383.01,1,38301,Census Tract 383.01,Bronx County,[360050383013000],[3000],[10458],['XL20004063']
March-2020,03/26/2020,2020,11 AM,112.01,1,11201,Census Tract 112.01,New York County,[360610112011002],[1002],[10019],['ML20004625']
March-2020,03/26/2020,2020,11 AM,121.0,1,12100,Census Tract 121,New York County,[360610121001001],[1001],[10036],['ML20004626']
March-2020,03/26/2020,2020,12 PM,125.0,1,12500,Census Tract 125,New York County,[360610125001000],[1000],[10019],['ML20004629']
March-2020,03/26/2020,2020,01 PM,56.0,1,5600,Census Tract 56,New York County,[360610056002001],[2001],[10010],['ML20004631']
March-2020,03/26/2020,2020,02 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001002],[1002],[10018],['ML20004634']
March-2020,03/26/2020,2020,04 PM,138.0,1,13800,Census Tract 138,New York County,[360610138005000],[5000],[10028],['ML20004638']
March-2020,03/26/2020,2020,10 AM,1017.0,1,101700,Census Tract 1017,Queens County,[360811017007001],[7001],[11357],['QL20002401']
March-2020,03/26/2020,2020,02 PM,1181.0,1,118100,Census Tract 1181,Queens County,[360811181002003],[2003],[11358],['QL20002405']
March-2020,03/26/2020,2020,10 AM,96.0,1,9600,Census Tract 96,Westchester County,[361190096004014],[4014],[10606],['WL20003585']
March-2020,03/26/2020,2020,12 PM,84.04,1,8404,Census Tract 84.04,Westchester County,[361190084042008],[2008],[10528],['WL20003588']
March-2020,03/26/2020,2020,01 PM,118.0,1,11800,Census Tract 118,Westchester County,[361190118002024],[2024],[10510],['WL20003591']
March-2020,03/26/2020,2020,06 PM,104.0,1,10400,Census Tract 104,Westchester County,[361190104002001],[2001],[10522],['WL20003601']
March-2020,03/26/2020,2020,06 PM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109023028],[3028],[10607],['WL20003602']
March-2020,03/26/2020,2020,06 PM,49.0,1,4900,Census Tract 49,Westchester County,[361190049001004],[1004],[10583],['WL20003605']
March-2020,03/26/2020,2020,09 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106003042],[3042],[10502],['WL20003608']
March-2020,03/26/2020,2020,12 PM,54.0,1,5400,Census Tract 54,Bronx County,[360050054003002],[3002],[10472],['XL20004030']
March-2020,03/26/2020,2020,02 PM,202.0,1,20200,Census Tract 202,Bronx County,[360050202002004],[2004],[10462],['XL20004038']
March-2020,03/25/2020,2020,10 AM,70.0,1,7000,Census Tract 70,New York County,[360610070002000],[2000],[10016],['ML20004594']
March-2020,03/25/2020,2020,11 AM,151.0,1,15100,Census Tract 151,New York County,[360610151003001],[3001],[10023],['ML20004597']
March-2020,03/25/2020,2020,07 PM,213.03,1,21303,Census Tract 213.03,New York County,[360610213034002],[4002],[10027],['ML20004611']
March-2020,03/25/2020,2020,11 AM,220.02,1,22002,Census Tract 220.02,Queens County,[360810220021001],[1001],[11435],['QL20002389']
March-2020,03/25/2020,2020,12 PM,230.0,1,23000,Census Tract 230,Queens County,[360810230001000],[1000],[11432],['QL20002392']
March-2020,03/25/2020,2020,08 AM,47.0,1,4700,Census Tract 47,Westchester County,[361190047001036],[1036],[10708],['WL20003557']
March-2020,03/25/2020,2020,09 AM,94.0,1,9400,Census Tract 94,Westchester County,[361190094003006],[3006],[10605],['WL20003559']
March-2020,03/25/2020,2020,10 AM,74.02,1,7402,Census Tract 74.02,Westchester County,[361190074022000],[2000],[10543],['WL20003560']
March-2020,03/25/2020,2020,11 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001007],[1007],[10528],['WL20003561']
March-2020,03/25/2020,2020,03 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072001008],[1008],[10543],['WL20003570']
March-2020,03/25/2020,2020,09 AM,224.01,1,22401,Census Tract 224.01,Bronx County,[360050224012002],[2002],[10462],['XL20004001']
March-2020,03/25/2020,2020,11 AM,394.0,1,39400,Census Tract 394,Bronx County,[360050394004000],[4000],[10467],['XL20004006']
March-2020,03/25/2020,2020,12 PM,266.01,1,26601,Census Tract 266.01,Bronx County,[360050266011003],[1003],[10461],['XL20004007']
March-2020,03/24/2020,2020,10 AM,146.02,1,14602,Census Tract 146.02,New York County,[360610146021000],[1000],[10128],['ML20004553']
March-2020,03/24/2020,2020,01 PM,149.0,1,14900,Census Tract 149,New York County,[360610149004000],[4000],[10023],['ML20004556']
March-2020,03/24/2020,2020,06 PM,120.0,1,12000,Census Tract 120,New York County,[360610120002001],[2001],[10065],['ML20004562']
March-2020,03/24/2020,2020,10 AM,468.0,1,46800,Census Tract 468,Queens County,[360810468002000],[2000],[11423],['QL20002372']
March-2020,03/24/2020,2020,12 PM,1267.0,1,126700,Census Tract 1267,Queens County,[360811267003002],[3002],[11432],['QL20002375']
March-2020,03/24/2020,2020,01 PM,1377.0,1,137700,Census Tract 1377,Queens County,[360811377003012],[3012],[11364],['QL20002377']
March-2020,03/24/2020,2020,11 AM,4.01,1,401,Census Tract 4.01,Westchester County,[361190004014002],[4002],[10701],['WL20003531']
March-2020,03/24/2020,2020,11 AM,17.0,1,1700,Census Tract 17,Westchester County,[361190017006007],[6007],[10701],['WL20003532']
March-2020,03/24/2020,2020,11 AM,121.01,1,12101,Census Tract 121.01,Westchester County,[361190121012004],[2004],[10514],['WL20003534']
March-2020,03/24/2020,2020,12 PM,95.0,1,9500,Census Tract 95,Westchester County,[361190095003000],[3000],[10605],['WL20003536']
March-2020,03/24/2020,2020,01 PM,51.0,1,5100,Census Tract 51,Westchester County,[361190051004003],[4003],[10707],['WL20003541']
March-2020,03/24/2020,2020,02 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002024],[2024],[10803],['WL20003544']
March-2020,03/24/2020,2020,02 PM,84.01,1,8401,Census Tract 84.01,Westchester County,[361190084011000],[1000],[10528],['WL20003545']
March-2020,03/24/2020,2020,03 PM,21.01,1,2101,Census Tract 21.01,Westchester County,[361190021011005],[1005],[10710],['WL20003546']
March-2020,03/24/2020,2020,04 PM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059021019],[1019],[10805],['WL20003547']
March-2020,03/24/2020,2020,08 PM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002016],[2016],[10583],['WL20003554']
March-2020,03/24/2020,2020,08 AM,288.0,1,28800,Census Tract 288,Bronx County,[360050288001000],[1000],[10461],['XL20003977']
March-2020,03/24/2020,2020,12 PM,406.0,1,40600,Census Tract 406,Bronx County,[360050406002000],[2000],[10466],['XL20003982']
March-2020,03/24/2020,2020,01 PM,1277.0,1,127700,Census Tract 1277,Queens County,[360811277001009],[1009],[11432],['QL20002376']
March-2020,03/23/2020,2020,05 PM,169.0,1,16900,Census Tract 169,New York County,[360610169005000],[5000],[10024],['ML20004547']
March-2020,03/23/2020,2020,12 PM,1257.0,1,125700,Census Tract 1257,Queens County,[360811257002008],[2008],[11366],['QL20002360']
March-2020,03/22/2020,2020,06 PM,37.0,1,3700,Census Tract 37,New York County,[360610037003016],[3016],[10013],['ML20004511']
March-2020,03/22/2020,2020,08 PM,94.0,1,9400,Census Tract 94,New York County,[360610094001001],[1001],[10017],['ML20004516']
March-2020,03/22/2020,2020,03 PM,107.02,1,10702,Census Tract 107.02,Westchester County,[361190107022022],[2022],[10583],['WL20003509']
March-2020,03/21/2020,2020,05 PM,68.0,1,6800,Census Tract 68,New York County,[360610068001001],[1001],[10016],['ML20004474']
March-2020,03/21/2020,2020,08 PM,67.0,1,6700,Census Tract 67,New York County,[360610067003001],[3001],[10014],['ML20004479']
March-2020,03/21/2020,2020,09 AM,769.01,1,76901,Census Tract 769.01,Queens County,[360810769012004],[2004],[11375],['QL20002342']
March-2020,03/21/2020,2020,09 AM,139.0,1,13900,Census Tract 139,New York County,[360610139006000],[6000],[10107],['ML20004458']
March-2020,03/21/2020,2020,08 PM,119.0,1,11900,Census Tract 119,New York County,[360610119001001],[1001],[10036],['ML20004482']
March-2020,03/21/2020,2020,01 PM,14.03,1,1403,Census Tract 14.03,Westchester County,[361190014034008],[4008],[10705],['WL20003493']
March-2020,03/20/2020,2020,11 AM,126.0,1,12600,Census Tract 126,New York County,[360610126004000],[4000],[10021],['ML20004415']
March-2020,03/20/2020,2020,01 PM,18.0,1,1800,Census Tract 18,New York County,[360610018004000],[4000],[10002],['ML20004422']
March-2020,03/20/2020,2020,03 PM,104.0,1,10400,Census Tract 104,New York County,[360610104001000],[1000],[10019],['ML20004428']
March-2020,03/20/2020,2020,03 PM,16.0,1,1600,Census Tract 16,New York County,[360610016001004],[1004],[10002],['ML20004430']
March-2020,03/20/2020,2020,06 PM,130.0,1,13000,Census Tract 130,New York County,[360610130002001],[2001],[10021],['ML20004434']
March-2020,03/20/2020,2020,09 AM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247003001],[3001],[11366],['QL20002294']
March-2020,03/20/2020,2020,09 AM,1059.0,1,105900,Census Tract 1059,Queens County,[360811059002006],[2006],[11354],['QL20002296']
March-2020,03/20/2020,2020,01 PM,39.0,1,3900,Census Tract 39,Queens County,[360810039001004],[1004],[11106],['QL20002300']
March-2020,03/20/2020,2020,02 PM,452.0,1,45200,Census Tract 452,Queens County,[360810452001005],[1005],[11432],['QL20002302']
March-2020,03/20/2020,2020,09 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023013],[3013],[10709],['WL20003448']
March-2020,03/20/2020,2020,09 AM,106.0,1,10600,Census Tract 106,Westchester County,[361190106001021],[1021],[10502],['WL20003449']
March-2020,03/20/2020,2020,11 AM,77.0,1,7700,Census Tract 77,Westchester County,[361190077002014],[2014],[10580],['WL20003454']
March-2020,03/20/2020,2020,12 PM,55.0,1,5500,Census Tract 55,Westchester County,[361190055004054],[4054],[10803],['WL20003456']
March-2020,03/20/2020,2020,12 PM,77.0,1,7700,Census Tract 77,Westchester County,[361190077002019],[2019],[10580],['WL20003457']
March-2020,03/20/2020,2020,04 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083023027],[3027],[10573],['WL20003464']
March-2020,03/20/2020,2020,05 PM,42.0,1,4200,Census Tract 42,Westchester County,[361190042002008],[2008],[10552],['WL20003468']
March-2020,03/19/2020,2020,11 AM,1189.0,1,118900,Census Tract 1189,Queens County,[360811189001007],[1007],[11355],['QL20002272']
March-2020,03/19/2020,2020,12 PM,809.0,1,80900,Census Tract 809,Queens County,[360810809003001],[3001],[11367],['QL20002273']
March-2020,03/19/2020,2020,09 PM,1033.0,1,103300,Census Tract 1033,Queens County,[360811033001001],[1001],[11357],['QL20002285']
March-2020,03/19/2020,2020,09 PM,1039.0,1,103900,Census Tract 1039,Queens County,[360811039002003],[2003],[11357],['QL20002286']
March-2020,03/19/2020,2020,10 PM,1059.0,2,105900,Census Tract 1059,Queens County,"[360811059001000, 360811059004000]","[1000, 4000]","[11357, 11357]","['QL20002288', 'QL20002290']"
March-2020,03/19/2020,2020,10 AM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008015004],[5004],[10703],['WL20003410']
March-2020,03/19/2020,2020,10 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003003],[3003],[10520],['WL20003415']
March-2020,03/19/2020,2020,06 PM,84.01,1,8401,Census Tract 84.01,Westchester County,[361190084011007],[1007],[10528],['WL20003433']
March-2020,03/19/2020,2020,07 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022006],[2006],[10510],['WL20003437']
March-2020,03/19/2020,2020,08 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001052],[1052],[10591],['WL20003439']
March-2020,03/19/2020,2020,08 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001011],[1011],[10528],['WL20003440']
March-2020,03/19/2020,2020,08 PM,108.01,1,10801,Census Tract 108.01,Westchester County,[361190108012018],[2018],[10583],['WL20003441']
March-2020,03/19/2020,2020,01 PM,462.02,1,46202,Census Tract 462.02,Bronx County,[360050462022007],[2007],[10475],['XL20003870']
March-2020,03/19/2020,2020,02 PM,194.0,1,19400,Census Tract 194,Bronx County,[360050194001004],[1004],[10461],['XL20003875']
March-2020,03/19/2020,2020,07 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516001002],[1002],[10464],['XL20003883']
March-2020,03/18/2020,2020,05 AM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083023026],[3026],[10573],['WL20003378']
March-2020,03/18/2020,2020,09 AM,154.0,1,15400,Census Tract 154,New York County,[360610154002000],[2000],[10128],['ML20004322']
March-2020,03/18/2020,2020,11 AM,121.0,1,12100,Census Tract 121,New York County,[360610121002000],[2000],[10036],['ML20004328']
March-2020,03/18/2020,2020,04 PM,142.0,1,14200,Census Tract 142,New York County,[360610142004002],[4002],[10075],['ML20004345']
March-2020,03/18/2020,2020,06 PM,143.0,1,14300,Census Tract 143,New York County,[360610143001033],[1033],[10065],['ML20004348']
March-2020,03/18/2020,2020,12 PM,59.0,1,5900,Census Tract 59,Queens County,[360810059003001],[3001],[11106],['QL20002257']
March-2020,03/18/2020,2020,11 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022001],[2001],[10804],['WL20003386']
March-2020,03/18/2020,2020,11 AM,120.0,1,12000,Census Tract 120,Westchester County,[361190120001035],[1035],[10532],['WL20003387']
March-2020,03/18/2020,2020,11 AM,140.0,1,14000,Census Tract 140,Westchester County,[361190140001003],[1003],[10511],['WL20003388']
March-2020,03/18/2020,2020,05 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114002002],[2002],[10591],['WL20003400']
March-2020,03/18/2020,2020,03 PM,336.0,1,33600,Census Tract 336,Bronx County,[360050336004002],[4002],[10467],['XL20003837']
March-2020,03/18/2020,2020,01 PM,183.0,1,18300,Census Tract 183,New York County,[360610183004000],[4000],[10025],['ML20004336']
March-2020,03/17/2020,2020,10 AM,143.0,1,14300,Census Tract 143,New York County,[360610143001001],[1001],[10026],['ML20004274']
March-2020,03/17/2020,2020,11 AM,101.0,1,10100,Census Tract 101,New York County,[360610101001002],[1002],[10001],['ML20004276']
March-2020,03/17/2020,2020,11 AM,63.0,1,6300,Census Tract 63,New York County,[360610063001001],[1001],[10011],['ML20004279']
March-2020,03/17/2020,2020,01 PM,106.02,1,10602,Census Tract 106.02,New York County,[360610106022002],[2002],[10065],['ML20004284']
March-2020,03/17/2020,2020,04 PM,225.0,1,22500,Census Tract 225,New York County,[360610225001004],[1004],[10031],['ML20004299']
March-2020,03/17/2020,2020,10 AM,997.05,1,99705,Census Tract 997.05,Queens County,[360810997051017],[1017],[11360],['QL20002233']
March-2020,03/17/2020,2020,03 PM,111.0,1,11100,Census Tract 111,Queens County,[360810111002006],[2006],[11105],['QL20002240']
March-2020,03/17/2020,2020,10 AM,130.0,1,13000,Census Tract 130,Westchester County,[361190130002001],[2001],[10549],['WL20003349']
March-2020,03/17/2020,2020,06 PM,64.0,1,6400,Census Tract 64,Westchester County,[361190064002001],[2001],[10801],['WL20003366']
March-2020,03/17/2020,2020,08 PM,42.0,1,4200,Census Tract 42,Westchester County,[361190042003005],[3005],[10552],['WL20003371']
March-2020,03/17/2020,2020,10 PM,44.0,1,4400,Census Tract 44,Westchester County,[361190044001002],[1002],[10552],['WL20003372']
March-2020,03/17/2020,2020,11 AM,295.0,1,29500,Census Tract 295,Bronx County,[360050295002002],[2002],[10463],['XL20003782']
March-2020,03/16/2020,2020,12 PM,79.0,1,7900,Census Tract 79,New York County,[360610079004005],[4005],[10014],['ML20004245']
March-2020,03/16/2020,2020,02 PM,131.0,1,13100,Census Tract 131,New York County,[360610131002003],[2003],[10019],['ML20004251']
March-2020,03/16/2020,2020,09 PM,82.0,1,8200,Census Tract 82,New York County,[360610082001001],[1001],[10017],['ML20004262']
March-2020,03/16/2020,2020,10 AM,939.0,1,93900,Census Tract 939,Queens County,[360810939001010],[1010],[11356],['QL20002213']
March-2020,03/16/2020,2020,10 AM,1039.0,1,103900,Census Tract 1039,Queens County,[360811039003007],[3007],[11357],['QL20002214']
March-2020,03/16/2020,2020,09 AM,12.0,1,1200,Census Tract 12,Westchester County,[361190012002008],[2008],[10705],['WL20003325']
March-2020,03/16/2020,2020,03 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004035],[4035],[10520],['WL20003334']
March-2020,03/16/2020,2020,05 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067001016],[1016],[10804],['WL20003338']
March-2020,03/16/2020,2020,06 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002017],[2017],[10803],['WL20003342']
March-2020,03/16/2020,2020,11 AM,48.0,1,4800,Census Tract 48,Westchester County,[361190048005006],[5006],[10707],['WL20003329']
March-2020,03/15/2020,2020,12 PM,187.0,1,18700,Census Tract 187,New York County,[360610187003001],[3001],[10025],['ML20004209']
March-2020,03/15/2020,2020,08 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001004],[1004],[10001],['ML20004226']
March-2020,03/15/2020,2020,08 PM,144.01,1,14401,Census Tract 144.01,New York County,[360610144012000],[2000],[10028],['ML20004227']
March-2020,03/15/2020,2020,05 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024004],[4004],[11004],['QL20002206']
March-2020,03/15/2020,2020,03 PM,245.02,1,24502,Census Tract 245.02,Bronx County,[360050245022000],[2000],[10453],['XL20003711']
March-2020,03/15/2020,2020,06 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098001005],[1005],[10583],['WL20003315']
March-2020,03/15/2020,2020,06 PM,22.01,1,2201,Census Tract 22.01,Westchester County,[361190022012008],[2008],[10710],['WL20003314']
March-2020,03/15/2020,2020,06 PM,75.0,1,7500,Census Tract 75,Westchester County,[361190075001015],[1015],[10580],['WL20003313']
March-2020,03/15/2020,2020,07 AM,115.0,1,11500,Census Tract 115,Westchester County,[361190115003007],[3007],[10591],['WL20003303']
March-2020,03/14/2020,2020,03 PM,180.0,1,18000,Census Tract 180,New York County,[360610180002001],[2001],[10029],['ML20004088']
March-2020,03/14/2020,2020,11 AM,1039.0,1,103900,Census Tract 1039,Queens County,[360811039002010],[2010],[11357],['QL20002175']
March-2020,03/14/2020,2020,01 PM,69.0,1,6900,Census Tract 69,Westchester County,[361190069002002],[2002],[10538],['WL20003232']
March-2020,03/14/2020,2020,03 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083021007],[1007],[10573],['WL20003236']
March-2020,03/14/2020,2020,07 PM,149.0,1,14900,Census Tract 149,Bronx County,[360050149001001],[1001],[10456],['XL20003660']
March-2020,03/13/2020,2020,11 AM,212.0,1,21200,Census Tract 212,New York County,[360610212003000],[3000],[10037],['ML20004033']
March-2020,03/13/2020,2020,01 PM,81.0,1,8100,Census Tract 81,New York County,[360610081006000],[6000],[10011],['ML20004040']
March-2020,03/13/2020,2020,02 PM,144.01,1,14401,Census Tract 144.01,New York County,[360610144012000],[2000],[10028],['ML20004045']
March-2020,03/13/2020,2020,01 PM,77.0,1,7700,Census Tract 77,Westchester County,[361190077004019],[4019],[10580],['WL20003208']
