MonthYear,CensusTract_2010,TotalReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_SCT,CensusBlockID_list,Zipcode_list,Ticket_list,Classification_list,Month,Year
April-2020,138.0,1,13800,Census Tract 138,Bronx County,36005013800,[2001],[10465],['XL20004403'],['P'],4,2020
April-2020,131.0,1,13100,Census Tract 131,Bronx County,36005013100,[3005],[10459],['XL20004450'],['P'],4,2020
April-2020,118.0,1,11800,Census Tract 118,Bronx County,36005011800,[2023],[10465],['XL20004938'],['P'],4,2020
April-2020,93.0,1,9300,Census Tract 93,Bronx County,36005009300,[6003],[10474],['XL20004402'],['P'],4,2020
April-2020,65.0,1,6500,Census Tract 65,Bronx County,36005006500,[3000],[10451],['XL20005040'],['P'],4,2020
April-2020,56.0,2,5600,Census Tract 56,Bronx County,36005005600,"[3002, 3004]","[10472, 10472]","['XL20005059', 'XL20004272']","['M', 'M']",4,2020
April-2020,51.0,1,5100,Census Tract 51,Bronx County,36005005100,[2011],[10451],['XL20004273'],['M'],4,2020
April-2020,40.01,1,4001,Census Tract 40.01,Bronx County,36005004001,[1002],[10472],['XL20004292'],['P'],4,2020
April-2020,39.0,1,3900,Census Tract 39,Bronx County,36005003900,[5001],[10454],['XL20004499'],['M'],4,2020
March-2020,148.05,1,14805,Census Tract 148.05,Westchester County,36119014805,[1048],[10567],['WL20002799'],['M'],3,2020
March-2020,147.01,1,14701,Census Tract 147.01,Westchester County,36119014701,[4002],[10567],['WL20002848'],['P'],3,2020
March-2020,141.0,2,14100,Census Tract 141,Westchester County,36119014100,"[2011, 2000]","[10566, 10566]","['WL20002913', 'WL20002920']","['P', 'M']",3,2020
March-2020,140.0,1,14000,Census Tract 140,Westchester County,36119014000,[1003],[10511],['WL20003388'],['M'],3,2020
March-2020,139.0,3,13900,Census Tract 139,Westchester County,36119013900,"[3003, 4035, 2009]","[10520, 10520, 10520]","['WL20003415', 'WL20003334', 'WL20002882']","['M', 'M', 'P']",3,2020
March-2020,137.0,2,13700,Census Tract 137,Westchester County,36119013700,"[1039, 3008]","[10562, 10562]","['WL20003152', 'WL20002958']","['M', 'P']",3,2020
March-2020,136.0,3,13600,Census Tract 136,Westchester County,36119013600,"[3024, 3024, 2008]","[10562, 10562, 10562]","['WL20003001', 'WL20003006', 'WL20003020']","['M', 'P', 'M']",3,2020
March-2020,133.01,1,13301,Census Tract 133.01,Westchester County,36119013301,[1000],[10562],['WL20003063'],['P'],3,2020
March-2020,132.02,1,13202,Census Tract 132.02,Westchester County,36119013202,[2006],[10510],['WL20003437'],['P'],3,2020
March-2020,131.04,3,13104,Census Tract 131.04,Westchester County,36119013104,"[4007, 4006, 3021]","[10514, 10514, 10514]","['WL20003618', 'WL20003620', 'WL20003623']","['M', 'M', 'M']",3,2020
March-2020,130.0,2,13000,Census Tract 130,Westchester County,36119013000,"[2001, 2002]","[10549, 10549]","['WL20003349', 'WL20002788']","['P', 'P']",3,2020
March-2020,129.0,1,12900,Census Tract 129,Westchester County,36119012900,[1008],[10549],['WL20002842'],['P'],3,2020
March-2020,128.02,1,12802,Census Tract 128.02,Westchester County,36119012802,[6026],[10507],['WL20002903'],['M'],3,2020
March-2020,121.01,1,12101,Census Tract 121.01,Westchester County,36119012101,[2004],[10514],['WL20003534'],['M'],3,2020
March-2020,120.0,1,12000,Census Tract 120,Westchester County,36119012000,[1035],[10532],['WL20003387'],['P'],3,2020
March-2020,118.0,1,11800,Census Tract 118,Westchester County,36119011800,[2024],[10510],['WL20003591'],['M'],3,2020
March-2020,115.0,1,11500,Census Tract 115,Westchester County,36119011500,[3007],[10591],['WL20003303'],['M'],3,2020
March-2020,114.0,2,11400,Census Tract 114,Westchester County,36119011400,"[1052, 2002]","[10591, 10591]","['WL20003439', 'WL20003400']","['M', 'P']",3,2020
March-2020,113.0,1,11300,Census Tract 113,Westchester County,36119011300,[4015],[10533],['WL20003638'],['M'],3,2020
March-2020,112.0,1,11200,Census Tract 112,Westchester County,36119011200,[4035],[10523],['WL20003147'],['M'],3,2020
March-2020,111.01,2,11101,Census Tract 111.01,Westchester County,36119011101,"[1009, 4002]","[10591, 10523]","['WL20003158', 'WL20003061']","['P', 'M']",3,2020
March-2020,109.02,2,10902,Census Tract 109.02,Westchester County,36119010902,"[3028, 2045]","[10607, 10603]","['WL20003602', 'WL20002944']","['M', 'M']",3,2020
March-2020,109.01,1,10901,Census Tract 109.01,Westchester County,36119010901,[1034],[10603],['WL20002923'],['P'],3,2020
March-2020,108.01,1,10801,Census Tract 108.01,Westchester County,36119010801,[2018],[10583],['WL20003441'],['P'],3,2020
March-2020,107.02,1,10702,Census Tract 107.02,Westchester County,36119010702,[2022],[10583],['WL20003509'],['M'],3,2020
March-2020,107.01,2,10701,Census Tract 107.01,Westchester County,36119010701,"[1025, 2016]","[10502, 10583]","['WL20003726', 'WL20002952']","['M', 'M']",3,2020
March-2020,106.0,4,10600,Census Tract 106,Westchester County,36119010600,"[1021, 1021, 3042, 1021]","[10502, 10502, 10502, 10502]","['WL20003754', 'WL20003640', 'WL20003608', 'WL20003449']","['M', 'P', 'M', 'M']",3,2020
March-2020,105.0,1,10500,Census Tract 105,Westchester County,36119010500,[5017],[10522],['WL20002934'],['P'],3,2020
March-2020,104.0,1,10400,Census Tract 104,Westchester County,36119010400,[2001],[10522],['WL20003601'],['P'],3,2020
March-2020,101.0,2,10100,Census Tract 101,Westchester County,36119010100,"[2016, 1020]","[10583, 10583]","['WL20003554', 'WL20002720']","['P', 'M']",3,2020
March-2020,100.0,2,10000,Census Tract 100,Westchester County,36119010000,"[4034, 2016]","[10583, 10583]","['WL20002981', 'WL20002826']","['M', 'M']",3,2020
March-2020,99.0,1,9900,Census Tract 99,Westchester County,36119009900,[3003],[10583],['WL20003757'],['P'],3,2020
March-2020,98.0,2,9800,Census Tract 98,Westchester County,36119009800,"[2027, 1005]","[10583, 10583]","['WL20003750', 'WL20003315']","['P', 'M']",3,2020
March-2020,97.02,2,9702,Census Tract 97.02,Westchester County,36119009702,"[2026, 2026]","[10605, 10605]","['WL20002993', 'WL20002970']","['M', 'M']",3,2020
March-2020,96.0,3,9600,Census Tract 96,Westchester County,36119009600,"[2003, 4014, 4012]","[10605, 10606, 10606]","['WL20003752', 'WL20003585', 'WL20002962']","['M', 'P', 'M']",3,2020
March-2020,95.0,1,9500,Census Tract 95,Westchester County,36119009500,[3000],[10605],['WL20003536'],['M'],3,2020
March-2020,94.0,1,9400,Census Tract 94,Westchester County,36119009400,[3006],[10605],['WL20003559'],['P'],3,2020
March-2020,93.0,1,9300,Census Tract 93,Westchester County,36119009300,[3000],[10606],['WL20002899'],['P'],3,2020
March-2020,91.0,1,9100,Census Tract 91,Westchester County,36119009100,[2001],[10606],['WL20003050'],['P'],3,2020
March-2020,88.0,1,8800,Census Tract 88,Westchester County,36119008800,[2000],[10603],['WL20003044'],['P'],3,2020
March-2020,86.02,1,8602,Census Tract 86.02,Westchester County,36119008602,[2003],[10604],['WL20003074'],['M'],3,2020
March-2020,85.0,2,8500,Census Tract 85,Westchester County,36119008500,"[1007, 1011]","[10528, 10528]","['WL20003561', 'WL20003440']","['M', 'P']",3,2020
March-2020,84.04,1,8404,Census Tract 84.04,Westchester County,36119008404,[2008],[10528],['WL20003588'],['P'],3,2020
March-2020,84.01,2,8401,Census Tract 84.01,Westchester County,36119008401,"[1000, 1007]","[10528, 10528]","['WL20003545', 'WL20003433']","['M', 'M']",3,2020
March-2020,83.02,4,8302,Census Tract 83.02,Westchester County,36119008302,"[3027, 3026, 1007, 3026]","[10573, 10573, 10573, 10573]","['WL20003464', 'WL20003378', 'WL20003236', 'WL20002893']","['M', 'M', 'M', 'M']",3,2020
March-2020,83.01,1,8301,Census Tract 83.01,Westchester County,36119008301,[2003],[10573],['WL20002881'],['M'],3,2020
March-2020,82.0,1,8200,Census Tract 82,Westchester County,36119008200,[3013],[10573],['WL20003105'],['M'],3,2020
March-2020,79.0,1,7900,Census Tract 79,Westchester County,36119007900,[5002],[10573],['WL20003130'],['P'],3,2020
March-2020,77.0,3,7700,Census Tract 77,Westchester County,36119007700,"[2014, 2019, 4019]","[10580, 10580, 10580]","['WL20003454', 'WL20003457', 'WL20003208']","['M', 'M', 'M']",3,2020
March-2020,76.0,1,7600,Census Tract 76,Westchester County,36119007600,[2021],[10580],['WL20003751'],['M'],3,2020
March-2020,75.0,2,7500,Census Tract 75,Westchester County,36119007500,"[1015, 1015]","[10580, 10580]","['WL20003313', 'WL20002830']","['M', 'M']",3,2020
March-2020,74.02,1,7402,Census Tract 74.02,Westchester County,36119007402,[2000],[10543],['WL20003560'],['P'],3,2020
March-2020,74.01,1,7401,Census Tract 74.01,Westchester County,36119007401,[3009],[10543],['WL20003030'],['P'],3,2020
March-2020,73.0,1,7300,Census Tract 73,Westchester County,36119007300,[2039],[10543],['WL20003150'],['P'],3,2020
March-2020,72.0,3,7200,Census Tract 72,Westchester County,36119007200,"[1008, 2023, 1006]","[10543, 10543, 10543]","['WL20003570', 'WL20003116', 'WL20002825']","['M', 'M', 'P']",3,2020
March-2020,69.0,3,6900,Census Tract 69,Westchester County,36119006900,"[1003, 2002, 4007]","[10543, 10538, 10538]","['WL20003729', 'WL20003232', 'WL20003162']","['P', 'M', 'P']",3,2020
March-2020,68.02,2,6802,Census Tract 68.02,Westchester County,36119006802,"[2001, 1011]","[10804, 10804]","['WL20003386', 'WL20002906']","['M', 'M']",3,2020
March-2020,67.0,3,6700,Census Tract 67,Westchester County,36119006700,"[4018, 1016, 3003]","[10804, 10804, 10804]","['WL20003720', 'WL20003338', 'WL20002901']","['M', 'M', 'M']",3,2020
March-2020,65.0,1,6500,Census Tract 65,Westchester County,36119006500,[1015],[10801],['WL20002760'],['P'],3,2020
March-2020,64.0,4,6400,Census Tract 64,Westchester County,36119006400,"[2001, 3000, 3000, 2001]","[10801, 10801, 10801, 10801]","['WL20003366', 'WL20003077', 'WL20003078', 'WL20002840']","['M', 'M', 'M', 'M']",3,2020
March-2020,59.02,3,5902,Census Tract 59.02,Westchester County,36119005902,"[1019, 1021, 1014]","[10805, 10805, 10801]","['WL20003547', 'WL20003171', 'WL20002864']","['M', 'P', 'M']",3,2020
March-2020,55.0,1,5500,Census Tract 55,Westchester County,36119005500,[4054],[10803],['WL20003456'],['M'],3,2020
March-2020,54.0,2,5400,Census Tract 54,Westchester County,36119005400,"[2024, 2017]","[10803, 10803]","['WL20003544', 'WL20003342']","['P', 'M']",3,2020
March-2020,53.0,1,5300,Census Tract 53,Westchester County,36119005300,[3000],[10803],['WL20002831'],['M'],3,2020
March-2020,51.0,1,5100,Census Tract 51,Westchester County,36119005100,[4003],[10707],['WL20003541'],['M'],3,2020
March-2020,50.02,1,5002,Census Tract 50.02,Westchester County,36119005002,[3013],[10709],['WL20003448'],['M'],3,2020
March-2020,49.0,1,4900,Census Tract 49,Westchester County,36119004900,[1004],[10583],['WL20003605'],['M'],3,2020
March-2020,48.0,1,4800,Census Tract 48,Westchester County,36119004800,[5006],[10707],['WL20003329'],['M'],3,2020
March-2020,47.0,1,4700,Census Tract 47,Westchester County,36119004700,[1036],[10708],['WL20003557'],['M'],3,2020
March-2020,44.0,1,4400,Census Tract 44,Westchester County,36119004400,[1002],[10552],['WL20003372'],['P'],3,2020
March-2020,43.0,1,4300,Census Tract 43,Westchester County,36119004300,[1004],[10552],['WL20003725'],['M'],3,2020
March-2020,42.0,2,4200,Census Tract 42,Westchester County,36119004200,"[2008, 3005]","[10552, 10552]","['WL20003468', 'WL20003371']","['P', 'P']",3,2020
March-2020,24.03,2,2403,Census Tract 24.03,Westchester County,36119002403,"[3006, 2006]","[10704, 10704]","['WL20003104', 'WL20002998']","['M', 'P']",3,2020
March-2020,24.01,1,2401,Census Tract 24.01,Westchester County,36119002401,[1011],[10704],['WL20002724'],['M'],3,2020
March-2020,22.02,2,2202,Census Tract 22.02,Westchester County,36119002202,"[2003, 3021]","[10708, 10708]","['WL20003756', 'WL20002888']","['M', 'M']",3,2020
March-2020,22.01,2,2201,Census Tract 22.01,Westchester County,36119002201,"[2008, 2003]","[10710, 10710]","['WL20003314', 'WL20003168']","['P', 'M']",3,2020
March-2020,21.04,1,2104,Census Tract 21.04,Westchester County,36119002104,[3003],[10710],['WL20003748'],['P'],3,2020
March-2020,21.01,1,2101,Census Tract 21.01,Westchester County,36119002101,[1005],[10710],['WL20003546'],['P'],3,2020
March-2020,20.0,1,2000,Census Tract 20,Westchester County,36119002000,[4011],[10710],['WL20002884'],['M'],3,2020
March-2020,17.0,3,1700,Census Tract 17,Westchester County,36119001700,"[1004, 1001, 6007]","[10701, 10701, 10701]","['WL20003622', 'WL20003632', 'WL20003532']","['M', 'M', 'M']",3,2020
March-2020,15.02,1,1502,Census Tract 15.02,Westchester County,36119001502,[3000],[10704],['WL20003076'],['P'],3,2020
March-2020,14.03,2,1403,Census Tract 14.03,Westchester County,36119001403,"[4008, 3002]","[10705, 10705]","['WL20003493', 'WL20002761']","['M', 'P']",3,2020
March-2020,13.03,1,1303,Census Tract 13.03,Westchester County,36119001303,[1006],[10705],['WL20002791'],['P'],3,2020
March-2020,13.01,1,1301,Census Tract 13.01,Westchester County,36119001301,[3000],[10705],['WL20003119'],['P'],3,2020
March-2020,12.0,1,1200,Census Tract 12,Westchester County,36119001200,[2008],[10705],['WL20003325'],['M'],3,2020
March-2020,8.02,1,802,Census Tract 8.02,Westchester County,36119000802,[2001],[10703],['WL20003111'],['P'],3,2020
March-2020,8.01,1,801,Census Tract 8.01,Westchester County,36119000801,[5004],[10703],['WL20003410'],['P'],3,2020
March-2020,4.01,1,401,Census Tract 4.01,Westchester County,36119000401,[4002],[10701],['WL20003531'],['P'],3,2020
March-2020,1.03,1,103,Census Tract 1.03,Westchester County,36119000103,[2005],[10701],['WL20002883'],['P'],3,2020
March-2020,1579.03,1,157903,Census Tract 1579.03,Queens County,36081157903,[4006],[11001],['QL20002111'],['P'],3,2020
March-2020,1579.01,1,157901,Census Tract 1579.01,Queens County,36081157901,[1004],[11004],['QL20001974'],['P'],3,2020
March-2020,1571.01,1,157101,Census Tract 1571.01,Queens County,36081157101,[8013],[11426],['QL20002029'],['P'],3,2020
March-2020,1551.02,1,155102,Census Tract 1551.02,Queens County,36081155102,[4004],[11004],['QL20002206'],['M'],3,2020
March-2020,1471.0,1,147100,Census Tract 1471,Queens County,36081147100,[1008],[11361],['QL20001970'],['M'],3,2020
March-2020,1441.0,1,144100,Census Tract 1441,Queens County,36081144100,[1005],[11361],['QL20002033'],['P'],3,2020
March-2020,1377.0,1,137700,Census Tract 1377,Queens County,36081137700,[3012],[11364],['QL20002377'],['M'],3,2020
March-2020,1341.0,1,134100,Census Tract 1341,Queens County,36081134100,[2010],[11365],['QL20002082'],['P'],3,2020
March-2020,1339.0,1,133900,Census Tract 1339,Queens County,36081133900,[1001],[11366],['QL20002075'],['M'],3,2020
March-2020,1277.0,1,127700,Census Tract 1277,Queens County,36081127700,[1009],[11432],['QL20002376'],['M'],3,2020
March-2020,1267.0,2,126700,Census Tract 1267,Queens County,36081126700,"[1000, 3002]","[11439, 11432]","['QL20002414', 'QL20002375']","['M', 'M']",3,2020
March-2020,1257.0,2,125700,Census Tract 1257,Queens County,36081125700,"[2008, 1008]","[11366, 11366]","['QL20002360', 'QL20002086']","['M', 'P']",3,2020
March-2020,1247.0,1,124700,Census Tract 1247,Queens County,36081124700,[3001],[11366],['QL20002294'],['M'],3,2020
March-2020,1189.0,1,118900,Census Tract 1189,Queens County,36081118900,[1007],[11355],['QL20002272'],['M'],3,2020
March-2020,1181.0,1,118100,Census Tract 1181,Queens County,36081118100,[2003],[11358],['QL20002405'],['P'],3,2020
March-2020,1175.0,1,117500,Census Tract 1175,Queens County,36081117500,[1002],[11358],['QL20002423'],['M'],3,2020
March-2020,1097.0,1,109700,Census Tract 1097,Queens County,36081109700,[2006],[11361],['QL20002131'],['M'],3,2020
March-2020,1059.0,3,105900,Census Tract 1059,Queens County,36081105900,"[2006, 1000, 4000]","[11354, 11357, 11357]","['QL20002296', 'QL20002288', 'QL20002290']","['M', 'P', 'M']",3,2020
March-2020,1039.0,3,103900,Census Tract 1039,Queens County,36081103900,"[2003, 3007, 2010]","[11357, 11357, 11357]","['QL20002286', 'QL20002214', 'QL20002175']","['P', 'P', 'M']",3,2020
March-2020,1033.0,1,103300,Census Tract 1033,Queens County,36081103300,[1001],[11357],['QL20002285'],['M'],3,2020
March-2020,1017.0,1,101700,Census Tract 1017,Queens County,36081101700,[7001],[11357],['QL20002401'],['P'],3,2020
March-2020,997.05,1,99705,Census Tract 997.05,Queens County,36081099705,[1017],[11360],['QL20002233'],['M'],3,2020
March-2020,997.03,2,99703,Census Tract 997.03,Queens County,36081099703,"[3003, 1008]","[11360, 11360]","['QL20002501', 'QL20002097']","['P', 'M']",3,2020
March-2020,939.0,1,93900,Census Tract 939,Queens County,36081093900,[1010],[11356],['QL20002213'],['P'],3,2020
March-2020,919.0,1,91900,Census Tract 919,Queens County,36081091900,[1000],[11354],['QL20002432'],['P'],3,2020
March-2020,837.0,1,83700,Census Tract 837,Queens County,36081083700,[4005],[11355],['QL20002001'],['M'],3,2020
March-2020,809.0,1,80900,Census Tract 809,Queens County,36081080900,[3001],[11367],['QL20002273'],['P'],3,2020
March-2020,769.01,1,76901,Census Tract 769.01,Queens County,36081076901,[2004],[11375],['QL20002342'],['M'],3,2020
March-2020,598.0,1,59800,Census Tract 598,Queens County,36081059800,[2003],[11411],['QL20002412'],['P'],3,2020
March-2020,468.0,1,46800,Census Tract 468,Queens County,36081046800,[2000],[11423],['QL20002372'],['M'],3,2020
March-2020,452.0,1,45200,Census Tract 452,Queens County,36081045200,[1005],[11432],['QL20002302'],['M'],3,2020
March-2020,230.0,1,23000,Census Tract 230,Queens County,36081023000,[1000],[11432],['QL20002392'],['M'],3,2020
March-2020,220.02,1,22002,Census Tract 220.02,Queens County,36081022002,[1001],[11435],['QL20002389'],['M'],3,2020
March-2020,205.0,1,20500,Census Tract 205,Queens County,36081020500,[1002],[11378],['QL20002421'],['M'],3,2020
March-2020,179.0,1,17900,Census Tract 179,Queens County,36081017900,[2000],[11104],['QL20002043'],['P'],3,2020
March-2020,163.0,2,16300,Census Tract 163,Queens County,36081016300,"[3008, 3005]","[11103, 11377]","['QL20002021', 'QL20001963']","['P', 'M']",3,2020
March-2020,145.0,1,14500,Census Tract 145,Queens County,36081014500,[1000],[11103],['QL20002019'],['P'],3,2020
March-2020,111.0,1,11100,Census Tract 111,Queens County,36081011100,[2006],[11105],['QL20002240'],['M'],3,2020
March-2020,103.0,1,10300,Census Tract 103,Queens County,36081010300,[2002],[11105],['QL20002036'],['M'],3,2020
March-2020,85.0,1,8500,Census Tract 85,Queens County,36081008500,[1001],[11106],['QL20002134'],['P'],3,2020
March-2020,59.0,2,5900,Census Tract 59,Queens County,36081005900,"[3001, 2001]","[11106, 11106]","['QL20002257', 'QL20002083']","['M', 'P']",3,2020
March-2020,53.0,1,5300,Census Tract 53,Queens County,36081005300,[4002],[11106],['QL20002112'],['P'],3,2020
March-2020,45.0,1,4500,Census Tract 45,Queens County,36081004500,[1000],[11106],['QL20002109'],['M'],3,2020
March-2020,39.0,2,3900,Census Tract 39,Queens County,36081003900,"[1004, 1000]","[11106, 11106]","['QL20002300', 'QL20002130']","['P', 'P']",3,2020
March-2020,25.0,2,2500,Census Tract 25,Queens County,36081002500,"[6000, 1000]","[11101, 11101]","['QL20002141', 'QL20002007']","['P', 'P']",3,2020
March-2020,19.0,1,1900,Census Tract 19,Queens County,36081001900,[1040],[11101],['QL20001989'],['P'],3,2020
March-2020,317.03,1,31703,Census Tract 317.03,New York County,36061031703,[2010],[10282],['ML20003894'],['P'],3,2020
March-2020,299.0,1,29900,Census Tract 299,New York County,36061029900,[2011],[10034],['ML20003578'],['M'],3,2020
March-2020,297.0,1,29700,Census Tract 297,New York County,36061029700,[1000],[10034],['ML20003788'],['M'],3,2020
March-2020,291.0,1,29100,Census Tract 291,New York County,36061029100,[7000],[10034],['ML20003507'],['M'],3,2020
March-2020,285.0,1,28500,Census Tract 285,New York County,36061028500,[4000],[10040],['ML20003693'],['P'],3,2020
March-2020,277.0,1,27700,Census Tract 277,New York County,36061027700,[4001],[10040],['ML20003903'],['P'],3,2020
March-2020,242.0,1,24200,Census Tract 242,New York County,36061024200,[3006],[10035],['ML20003614'],['M'],3,2020
March-2020,237.0,1,23700,Census Tract 237,New York County,36061023700,[3007],[10031],['ML20004853'],['P'],3,2020
March-2020,229.0,1,22900,Census Tract 229,New York County,36061022900,[3000],[10031],['ML20003835'],['P'],3,2020
March-2020,228.0,1,22800,Census Tract 228,New York County,36061022800,[3000],[10030],['ML20003940'],['P'],3,2020
March-2020,225.0,1,22500,Census Tract 225,New York County,36061022500,[1004],[10031],['ML20004299'],['P'],3,2020
March-2020,224.0,1,22400,Census Tract 224,New York County,36061022400,[2001],[10027],['ML20003500'],['M'],3,2020
March-2020,218.0,1,21800,Census Tract 218,New York County,36061021800,[1000],[10026],['ML20003579'],['P'],3,2020
March-2020,213.03,1,21303,Census Tract 213.03,New York County,36061021303,[4002],[10027],['ML20004611'],['P'],3,2020
March-2020,212.0,1,21200,Census Tract 212,New York County,36061021200,[3000],[10037],['ML20004033'],['P'],3,2020
March-2020,195.0,1,19500,Census Tract 195,New York County,36061019500,[3001],[10025],['ML20003394'],['P'],3,2020
March-2020,191.0,1,19100,Census Tract 191,New York County,36061019100,[5000],[10025],['ML20003836'],['P'],3,2020
March-2020,189.0,1,18900,Census Tract 189,New York County,36061018900,[2002],[10025],['ML20003919'],['P'],3,2020
March-2020,188.0,1,18800,Census Tract 188,New York County,36061018800,[2000],[10029],['ML20003805'],['M'],3,2020
March-2020,187.0,2,18700,Census Tract 187,New York County,36061018700,"[3001, 3000]","[10025, 10025]","['ML20004209', 'ML20003617']","['M', 'P']",3,2020
March-2020,183.0,1,18300,Census Tract 183,New York County,36061018300,[4000],[10025],['ML20004336'],['M'],3,2020
March-2020,180.0,1,18000,Census Tract 180,New York County,36061018000,[2001],[10029],['ML20004088'],['M'],3,2020
March-2020,170.0,1,17000,Census Tract 170,New York County,36061017000,[5000],[10029],['ML20004023'],['M'],3,2020
March-2020,169.0,1,16900,Census Tract 169,New York County,36061016900,[5000],[10024],['ML20004547'],['M'],3,2020
March-2020,164.0,1,16400,Census Tract 164,New York County,36061016400,[2001],[10029],['ML20003653'],['P'],3,2020
March-2020,159.0,1,15900,Census Tract 159,New York County,36061015900,[6001],[10023],['ML20003964'],['P'],3,2020
March-2020,154.0,1,15400,Census Tract 154,New York County,36061015400,[2000],[10128],['ML20004322'],['P'],3,2020
March-2020,153.0,1,15300,Census Tract 153,New York County,36061015300,[6000],[10023],['ML20003901'],['P'],3,2020
March-2020,151.0,1,15100,Census Tract 151,New York County,36061015100,[3001],[10023],['ML20004597'],['P'],3,2020
March-2020,149.0,2,14900,Census Tract 149,New York County,36061014900,"[1001, 4000]","[10023, 10023]","['ML20004662', 'ML20004556']","['P', 'M']",3,2020
March-2020,148.02,1,14802,Census Tract 148.02,New York County,36061014802,[3000],[10128],['ML20003753'],['P'],3,2020
March-2020,146.02,1,14602,Census Tract 146.02,New York County,36061014602,[1000],[10128],['ML20004553'],['M'],3,2020
March-2020,144.01,2,14401,Census Tract 144.01,New York County,36061014401,"[2000, 2000]","[10028, 10028]","['ML20004227', 'ML20004045']","['P', 'P']",3,2020
March-2020,143.0,2,14300,Census Tract 143,New York County,36061014300,"[1033, 1001]","[10065, 10026]","['ML20004348', 'ML20004274']","['M', 'P']",3,2020
March-2020,142.0,1,14200,Census Tract 142,New York County,36061014200,[4002],[10075],['ML20004345'],['M'],3,2020
March-2020,139.0,1,13900,Census Tract 139,New York County,36061013900,[6000],[10107],['ML20004458'],['P'],3,2020
March-2020,138.0,1,13800,Census Tract 138,New York County,36061013800,[5000],[10028],['ML20004638'],['P'],3,2020
March-2020,137.0,1,13700,Census Tract 137,New York County,36061013700,[3000],[10019],['ML20003755'],['M'],3,2020
March-2020,132.0,1,13200,Census Tract 132,New York County,36061013200,[7002],[10021],['ML20003880'],['P'],3,2020
March-2020,131.0,1,13100,Census Tract 131,New York County,36061013100,[2003],[10019],['ML20004251'],['M'],3,2020
March-2020,130.0,2,13000,Census Tract 130,New York County,36061013000,"[1001, 2001]","[10021, 10021]","['ML20004659', 'ML20004434']","['M', 'P']",3,2020
March-2020,127.0,1,12700,Census Tract 127,New York County,36061012700,[1000],[10019],['ML20003438'],['M'],3,2020
March-2020,126.0,1,12600,Census Tract 126,New York County,36061012600,[4000],[10021],['ML20004415'],['P'],3,2020
March-2020,125.0,2,12500,Census Tract 125,New York County,36061012500,"[1000, 1000]","[10019, 10019]","['ML20004691', 'ML20004629']","['M', 'M']",3,2020
March-2020,121.0,3,12100,Census Tract 121,New York County,36061012100,"[1001, 2000, 6000]","[10036, 10036, 10036]","['ML20004626', 'ML20004328', 'ML20003990']","['M', 'M', 'M']",3,2020
March-2020,120.0,1,12000,Census Tract 120,New York County,36061012000,[2001],[10065],['ML20004562'],['M'],3,2020
March-2020,119.0,1,11900,Census Tract 119,New York County,36061011900,[1001],[10036],['ML20004482'],['P'],3,2020
March-2020,114.01,2,11401,Census Tract 114.01,New York County,36061011401,"[1000, 1001]","[10065, 10065]","['ML20003941', 'ML20003838']","['M', 'P']",3,2020
March-2020,112.02,1,11202,Census Tract 112.02,New York County,36061011202,[1003],[10022],['ML20003440'],['M'],3,2020
March-2020,112.01,2,11201,Census Tract 112.01,New York County,36061011201,"[1002, 1002]","[10019, 10019]","['ML20004625', 'ML20003404']","['P', 'M']",3,2020
March-2020,111.0,1,11100,Census Tract 111,New York County,36061011100,[3003],[10018],['ML20003422'],['M'],3,2020
March-2020,109.0,2,10900,Census Tract 109,New York County,36061010900,"[1002, 1004]","[10018, 10001]","['ML20004634', 'ML20004226']","['P', 'M']",3,2020
March-2020,106.02,1,10602,Census Tract 106.02,New York County,36061010602,[2002],[10065],['ML20004284'],['P'],3,2020
March-2020,104.0,1,10400,Census Tract 104,New York County,36061010400,[1000],[10019],['ML20004428'],['P'],3,2020
March-2020,103.0,1,10300,Census Tract 103,New York County,36061010300,[1000],[10001],['ML20004850'],['P'],3,2020
March-2020,101.0,1,10100,Census Tract 101,New York County,36061010100,[1002],[10001],['ML20004276'],['M'],3,2020
March-2020,96.0,1,9600,Census Tract 96,New York County,36061009600,[1003],[10036],['ML20003634'],['P'],3,2020
March-2020,94.0,1,9400,Census Tract 94,New York County,36061009400,[1001],[10017],['ML20004516'],['M'],3,2020
March-2020,93.0,1,9300,Census Tract 93,New York County,36061009300,[2000],[10011],['ML20003481'],['P'],3,2020
March-2020,92.0,1,9200,Census Tract 92,New York County,36061009200,[1000],[10017],['ML20003795'],['P'],3,2020
March-2020,87.0,1,8700,Census Tract 87,New York County,36061008700,[4000],[10011],['ML20003627'],['M'],3,2020
March-2020,84.0,1,8400,Census Tract 84,New York County,36061008400,[2000],[10018],['ML20004667'],['M'],3,2020
March-2020,82.0,4,8200,Census Tract 82,New York County,36061008200,"[1002, 1001, 1000, 1000]","[10017, 10017, 10165, 10017]","['ML20004661', 'ML20004262', 'ML20003756', 'ML20003760']","['M', 'M', 'M', 'P']",3,2020
March-2020,81.0,2,8100,Census Tract 81,New York County,36061008100,"[6000, 5000]","[10011, 10011]","['ML20004040', 'ML20004021']","['P', 'P']",3,2020
March-2020,80.0,1,8000,Census Tract 80,New York County,36061008000,[2000],[10168],['ML20003773'],['M'],3,2020
March-2020,79.0,1,7900,Census Tract 79,New York County,36061007900,[4005],[10014],['ML20004245'],['M'],3,2020
