,total_housholds,family_housholds,nonfamily_housholds,householder_living_alone,householder_over65_living_alone,grandparents_responsible_for_grandchildren,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid
1,662,484,178,148,73,12,2.57,26.888217522658607,22.356495468277945,11.027190332326283,1.812688821752266,6,36067016801
2,972,726,246,217,74,12,2.63,25.308641975308642,22.325102880658438,7.613168724279835,1.2345679012345678,0,36067016802
3,1025,733,292,231,127,0,2.66,28.487804878048777,22.53658536585366,12.390243902439025,0.0,23,36067016901
4,764,563,201,146,43,53,2.98,26.308900523560208,19.10994764397906,5.6282722513089,6.9371727748691105,199,36067016902
5,43,43,0,0,0,0,2.6,0.0,0.0,0.0,0.0,0,36067940000
6,1375,1121,254,251,155,0,2.53,18.472727272727273,18.254545454545454,11.272727272727273,0.0,28,36069050101
7,4347,3050,1297,1135,589,119,2.55,29.83666896710375,26.10996089256959,13.549574419139637,2.737520128824477,175,36069050102
8,2754,1738,1016,817,285,0,2.42,36.89179375453885,29.665940450254176,10.348583877995644,0.0,86,36069050201
9,2349,1721,628,527,196,0,2.58,26.73478075776926,22.435078756917836,8.343976160068115,0.0,277,36069050202
10,1780,1136,644,491,301,30,2.47,36.17977528089887,27.584269662921347,16.91011235955056,1.6853932584269662,62,36069050301
11,1990,1247,743,576,266,17,2.41,37.336683417085425,28.94472361809045,13.366834170854272,0.8542713567839196,51,36069050302
12,2774,1854,920,765,330,68,2.51,33.16510454217736,27.577505407354003,11.896178803172313,2.451333813987022,40,36069050400
13,2521,1717,804,627,286,57,2.42,31.892106307021024,24.87108290360968,11.344704482348275,2.261007536691789,34,36069050500
14,2648,1666,982,816,513,0,2.28,37.08459214501511,30.815709969788518,19.37311178247734,0.0,114,36069050601
15,1790,1159,631,485,176,0,2.34,35.25139664804469,27.09497206703911,9.83240223463687,0.0,53,36069050602
16,1386,741,645,521,262,16,2.25,46.53679653679654,37.59018759018759,18.9033189033189,1.1544011544011543,12,36069050800
17,1004,592,412,342,204,0,2.22,41.03585657370518,34.06374501992032,20.318725099601593,0.0,16,36069050900
18,1340,588,752,552,285,20,1.96,56.11940298507463,41.19402985074627,21.26865671641791,1.4925373134328357,97,36069051000
19,997,555,442,368,46,7,2.28,44.33299899699097,36.91073219658977,4.613841524573721,0.7021063189568706,34,36069051100
20,1244,910,334,258,118,25,2.7,26.848874598070736,20.739549839228296,9.485530546623794,2.009646302250804,49,36069051200
21,1785,1210,575,460,232,0,2.37,32.212885154061624,25.770308123249297,12.997198879551823,0.0,21,36069051300
22,1052,748,304,227,110,13,2.58,28.89733840304182,21.577946768060837,10.456273764258556,1.2357414448669202,0,36069051400
23,1516,956,560,496,314,27,2.09,36.93931398416886,32.71767810026385,20.71240105540897,1.7810026385224276,14,36069051500
